Zip,Population,County,State,WiredCount_2020,Fwcount_2020,AllProviderCount_2020,Wired25_3_2020,Wired100_3_2020,All25_3_2020,All100_3,TestCount,AverageMbps,FastestAverageMbps,%Access to Terrestrial Broadband,Lowest Priced Terrestrial Broadband Plan,WiredCount_2015,Fwcount_2015,AllProviderCount_2015,Wired25_3_2015,Wired100_3_2015,All25_3_2015,All100_3.1
23435,27053.0,Suffolk,Virginia,6.0,0.0,11.0,4.0,4.0,6.0,5.0,8624.0,40.83,101.73,99%,39.99,4.0,0.0,6.0,3.0,3.0,3.0,3.0
23437,4283.0,Suffolk,Virginia,3.0,0.0,8.0,1.0,1.0,3.0,2.0,72.0,47.2,136.98,58%,69.99,2.0,0.0,4.0,1.0,1.0,1.0,1.0
23438,1818.0,Suffolk,Virginia,2.0,0.0,8.0,1.0,1.0,3.0,2.0,336.0,169.71,429.22,43%,69.99,2.0,0.0,4.0,1.0,1.0,1.0,1.0
23846,933.0,Surry,Virginia,1.0,0.0,6.0,1.0,1.0,3.0,2.0,16.0,12.05,45.12,19%,49.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
23881,2176.0,Surry,Virginia,2.0,0.0,7.0,1.0,1.0,3.0,2.0,34.0,7.54,15.65,5%,49.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
23883,2551.0,Surry,Virginia,2.0,0.0,7.0,1.0,1.0,3.0,2.0,342.0,2.99,6.27,0%,69.99,2.0,0.0,4.0,1.0,1.0,1.0,1.0
23888,2275.0,Sussex,Virginia,4.0,0.0,9.0,2.0,2.0,4.0,3.0,136.0,52.63,110.5,68%,49.0,2.0,0.0,4.0,1.0,1.0,1.0,1.0
23890,4249.0,Sussex,Virginia,5.0,0.0,10.0,3.0,3.0,5.0,4.0,74.0,25.48,48.85,60%,49.0,2.0,0.0,4.0,1.0,1.0,1.0,1.0
23891,2358.0,Sussex,Virginia,1.0,0.0,6.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0%,49.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
24377,348.0,Tazewell,Virginia,1.0,1.0,6.0,0.0,0.0,3.0,1.0,4.0,15.6,24.16,98%,85.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0
24605,9301.0,Tazewell,Virginia,4.0,1.0,11.0,2.0,2.0,5.0,3.0,2984.0,43.8,93.18,100%,45.95,2.0,2.0,6.0,1.0,1.0,2.0,1.0
24609,7630.0,Tazewell,Virginia,6.0,2.0,13.0,4.0,4.0,7.0,5.0,1718.0,69.52,173.34,97%,45.95,3.0,2.0,7.0,2.0,1.0,3.0,1.0
24613,911.0,Tazewell,Virginia,4.0,1.0,10.0,2.0,2.0,5.0,3.0,0.0,0.0,0.0,98%,45.95,2.0,2.0,6.0,1.0,1.0,2.0,1.0
24630,6774.0,Tazewell,Virginia,5.0,1.0,12.0,3.0,3.0,6.0,4.0,1716.0,27.38,82.78,100%,45.95,3.0,2.0,7.0,2.0,1.0,3.0,1.0
24637,3410.0,Tazewell,Virginia,3.0,2.0,10.0,2.0,2.0,5.0,3.0,686.0,45.83,111.94,99%,45.95,2.0,2.0,6.0,1.0,0.0,2.0,0.0
24639,3533.0,Tazewell,Virginia,5.0,2.0,12.0,3.0,3.0,6.0,3.0,338.0,25.95,87.39,98%,45.95,2.0,2.0,6.0,1.0,0.0,2.0,0.0
24641,5953.0,Tazewell,Virginia,5.0,2.0,12.0,3.0,3.0,6.0,3.0,2750.0,40.02,107.2,100%,45.95,3.0,1.0,6.0,2.0,1.0,3.0,1.0
24651,6314.0,Tazewell,Virginia,6.0,2.0,13.0,4.0,4.0,7.0,5.0,6468.0,67.86,190.94,99%,45.95,5.0,2.0,9.0,2.0,1.0,3.0,1.0
23451,41544.0,Virginia Beach,Virginia,5.0,0.0,10.0,3.0,3.0,5.0,4.0,78198.0,103.37,255.01,95%,39.99,4.0,0.0,6.0,2.0,2.0,2.0,2.0
23452,59321.0,Virginia Beach,Virginia,5.0,0.0,10.0,3.0,3.0,5.0,4.0,69186.0,141.27,443.13,100%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
23453,35960.0,Virginia Beach,Virginia,4.0,0.0,9.0,2.0,2.0,4.0,3.0,17718.0,73.27,176.56,98%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
23454,60283.0,Virginia Beach,Virginia,5.0,0.0,10.0,3.0,3.0,5.0,4.0,52594.0,91.63,257.1,99%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
23455,47938.0,Virginia Beach,Virginia,6.0,0.0,11.0,4.0,4.0,6.0,5.0,24018.0,83.76,233.83,93%,39.99,4.0,0.0,6.0,3.0,3.0,3.0,3.0
23456,51748.0,Virginia Beach,Virginia,5.0,0.0,10.0,3.0,3.0,5.0,4.0,98056.0,92.21,230.12,97%,39.99,4.0,0.0,6.0,3.0,3.0,3.0,3.0
23457,4289.0,Virginia Beach,Virginia,3.0,0.0,8.0,1.0,1.0,3.0,2.0,40.0,7.84,15.28,98%,65.99,2.0,0.0,4.0,1.0,1.0,1.0,1.0
23459,1091.0,Virginia Beach,Virginia,4.0,0.0,9.0,3.0,3.0,5.0,4.0,120.0,13.84,70.85,100%,39.99,2.0,0.0,4.0,1.0,1.0,1.0,1.0
23460,1201.0,Virginia Beach,Virginia,1.0,0.0,6.0,1.0,1.0,3.0,2.0,1412.0,8.19,22.58,100%,65.99,1.0,0.0,3.0,1.0,1.0,1.0,1.0
23461,287.0,Virginia Beach,Virginia,2.0,0.0,7.0,1.0,1.0,3.0,2.0,188.0,10.17,24.62,0%,65.99,1.0,0.0,3.0,0.0,0.0,0.0,0.0
23462,61973.0,Virginia Beach,Virginia,4.0,0.0,9.0,2.0,2.0,4.0,3.0,89110.0,106.78,289.58,100%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
23464,72359.0,Virginia Beach,Virginia,5.0,0.0,10.0,3.0,3.0,5.0,4.0,84262.0,108.46,294.07,99%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
22610,1842.0,Warren,Virginia,2.0,2.0,9.0,2.0,1.0,6.0,2.0,2166.0,58.86,177.12,79%,79.99,2.0,0.0,4.0,1.0,1.0,1.0,1.0
22630,30292.0,Warren,Virginia,4.0,2.0,11.0,3.0,2.0,7.0,3.0,28180.0,90.16,233.77,100%,39.99,4.0,0.0,6.0,3.0,2.0,3.0,2.0
22642,4414.0,Warren,Virginia,3.0,3.0,11.0,2.0,1.0,6.0,2.0,442.0,38.71,95.79,100%,79.99,3.0,0.0,5.0,2.0,1.0,2.0,1.0
24202,12905.0,Washington,Virginia,6.0,1.0,12.0,6.0,6.0,8.0,6.0,5550.0,77.74,278.41,100%,45.95,5.0,0.0,7.0,5.0,3.0,5.0,3.0
24210,16840.0,Washington,Virginia,3.0,1.0,9.0,3.0,3.0,5.0,3.0,15654.0,85.88,223.02,99%,45.95,3.0,0.0,5.0,2.0,2.0,2.0,2.0
24211,9922.0,Washington,Virginia,5.0,1.0,11.0,5.0,5.0,7.0,5.0,3310.0,70.22,211.99,99%,45.95,3.0,0.0,5.0,2.0,2.0,2.0,2.0
24236,3085.0,Washington,Virginia,3.0,1.0,9.0,3.0,2.0,5.0,2.0,930.0,6.86,15.55,99%,45.95,4.0,0.0,6.0,2.0,2.0,2.0,2.0
24340,5657.0,Washington,Virginia,3.0,1.0,9.0,3.0,2.0,5.0,2.0,446.0,18.81,46.05,99%,45.95,3.0,0.0,5.0,2.0,2.0,2.0,2.0
24361,5431.0,Washington,Virginia,3.0,1.0,9.0,3.0,3.0,5.0,3.0,58.0,9.02,23.35,99%,45.95,3.0,0.0,5.0,2.0,2.0,2.0,2.0
22980,31451.0,Waynesboro,Virginia,6.0,3.0,14.0,3.0,3.0,6.0,4.0,64634.0,99.66,263.81,99%,44.95,6.0,1.0,9.0,3.0,3.0,3.0,3.0
22443,8083.0,Westmoreland,Virginia,3.0,3.0,11.0,1.0,1.0,5.0,2.0,7234.0,100.77,467.17,94%,39.99,3.0,1.0,6.0,1.0,0.0,2.0,0.0
22469,1921.0,Westmoreland,Virginia,3.0,2.0,10.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,94%,39.99,2.0,1.0,5.0,1.0,0.0,2.0,0.0
22488,1398.0,Westmoreland,Virginia,3.0,2.0,9.0,1.0,1.0,3.0,2.0,96.0,2.81,7.94,87%,39.99,2.0,1.0,5.0,1.0,0.0,2.0,0.0
22520,5402.0,Westmoreland,Virginia,4.0,2.0,11.0,2.0,2.0,5.0,2.0,136.0,134.61,204.26,90%,39.99,2.0,1.0,5.0,1.0,0.0,2.0,0.0
22601,27813.0,Winchester,Virginia,5.0,1.0,12.0,2.0,2.0,5.0,2.0,46754.0,136.25,334.26,100%,39.99,4.0,1.0,7.0,2.0,2.0,2.0,2.0
24216,2939.0,Wise,Virginia,6.0,1.0,11.0,4.0,3.0,7.0,3.0,42.0,26.37,90.5,95%,45.95,3.0,0.0,5.0,2.0,0.0,2.0,0.0
24219,11265.0,Wise,Virginia,5.0,0.0,10.0,3.0,3.0,5.0,3.0,1272.0,63.99,191.83,99%,45.95,4.0,0.0,6.0,3.0,1.0,3.0,1.0
24230,9597.0,Wise,Virginia,6.0,2.0,13.0,3.0,3.0,6.0,3.0,1074.0,31.8,101.18,95%,45.95,4.0,0.0,6.0,2.0,0.0,2.0,0.0
24279,5541.0,Wise,Virginia,5.0,2.0,11.0,3.0,3.0,7.0,3.0,0.0,0.0,0.0,97%,45.95,2.0,0.0,4.0,1.0,0.0,1.0,0.0
24283,2171.0,Wise,Virginia,6.0,1.0,11.0,4.0,4.0,6.0,4.0,360.0,104.33,304.16,93%,45.95,4.0,0.0,6.0,3.0,1.0,3.0,1.0
24293,10791.0,Wise,Virginia,5.0,1.0,10.0,3.0,3.0,6.0,3.0,8926.0,72.0,211.03,98%,45.95,2.0,0.0,4.0,1.0,0.0,1.0,0.0
24313,884.0,Wythe,Virginia,3.0,2.0,11.0,2.0,1.0,5.0,2.0,92.0,29.91,50.28,98%,59.95,2.0,1.0,5.0,1.0,0.0,1.0,0.0
24350,1261.0,Wythe,Virginia,3.0,2.0,11.0,3.0,1.0,5.0,2.0,188.0,12.14,34.56,76%,45.95,2.0,0.0,4.0,1.0,0.0,1.0,0.0
24360,6169.0,Wythe,Virginia,5.0,2.0,13.0,5.0,3.0,8.0,4.0,1802.0,18.12,43.69,95%,45.95,3.0,2.0,7.0,2.0,1.0,3.0,1.0
24368,4953.0,Wythe,Virginia,5.0,2.0,13.0,5.0,4.0,8.0,5.0,210.0,17.6,26.83,76%,45.95,4.0,1.0,7.0,3.0,3.0,4.0,3.0
24382,14366.0,Wythe,Virginia,9.0,4.0,19.0,7.0,6.0,11.0,7.0,12214.0,100.5,199.39,95%,45.95,8.0,2.0,12.0,6.0,5.0,7.0,5.0
23665,5120.0,York,Virginia,4.0,0.0,9.0,2.0,2.0,4.0,3.0,792.0,79.0,217.76,92%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
23690,3032.0,York,Virginia,4.0,0.0,9.0,2.0,2.0,4.0,3.0,32.0,43.19,81.7,91%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
23691,127.0,York,Virginia,1.0,0.0,6.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,100%,65.99,1.0,0.0,3.0,1.0,1.0,1.0,1.0
23692,18846.0,York,Virginia,4.0,0.0,9.0,2.0,2.0,4.0,3.0,5828.0,69.58,153.32,100%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
23693,23292.0,York,Virginia,5.0,0.0,10.0,3.0,3.0,5.0,4.0,26902.0,120.24,320.93,100%,39.99,3.0,0.0,5.0,2.0,2.0,2.0,2.0
23696,3669.0,York,Virginia,4.0,0.0,9.0,2.0,2.0,4.0,3.0,0.0,0.0,0.0,100%,39.99,2.0,0.0,4.0,1.0,1.0,1.0,1.0
